step,lane,answer_ce,answer_acc,tail_gate,fill_gate,target_gate,nontarget_gate,decoy_gate
250,srd,4.8085,0.03125,0.282469,0.286045,0.2856,0.2856,0
250,srd_f,4.8062,0.03125,0.817308,0.808224,0.802651,0.809895,0
275,exact,4.77508,0.03125,0,0,0,0,0
275,kimi,4.78457,0.03125,0,0,0,0,0
275,srd,4.77859,0.03125,0.28142,0.284057,0.283353,0.283434,0
275,srd_f,4.78406,0.03125,0.797799,0.798546,0.803394,0.802486,0
300,exact,4.80274,0.03125,0,0,0,0,0
300,kimi,4.81886,0,0,0,0,0,0
300,srd,4.82058,0,0.280324,0.282917,0.282399,0.282768,0
300,srd_f,4.82253,0,0.805104,0.796994,0.790185,0.797918,0
325,exact,4.74499,0,0,0,0,0,0
325,kimi,4.75078,0.03125,0,0,0,0,0
325,srd,4.75184,0.03125,0.279544,0.282277,0.282249,0.281773,0
325,srd_f,4.75329,0.03125,0.804158,0.794598,0.798423,0.79297,0
350,exact,4.79401,0,0,0,0,0,0
350,kimi,4.8048,0.03125,0,0,0,0,0
350,srd,4.80439,0.03125,0.280128,0.282278,0.281892,0.28166,0
350,srd_f,4.79805,0.03125,0.796113,0.793701,0.787539,0.794238,0
375,exact,4.78811,0.03125,0,0,0,0,0
375,kimi,4.79075,0,0,0,0,0,0
375,srd,4.79016,0,0.279197,0.281205,0.280971,0.281135,0
375,srd_f,4.79292,0,0.797475,0.792021,0.793414,0.79245,0
400,exact,4.81814,0.03125,0,0,0,0,0
400,kimi,4.8225,0.03125,0,0,0,0,0
400,srd,4.82335,0.03125,0.278708,0.281333,0.28119,0.280963,0
400,srd_f,4.82299,0.03125,0.79935,0.80173,0.80032,0.797845,0
425,exact,4.73187,0.0625,0,0,0,0,0
425,kimi,4.73401,0.0625,0,0,0,0,0
425,srd,4.72991,0.0625,0.278171,0.280589,0.28032,0.28057,0
425,srd_f,4.73469,0.0625,0.79447,0.800927,0.79586,0.796999,0
450,exact,4.78842,0,0,0,0,0,0
450,kimi,4.79495,0,0,0,0,0,0
450,srd,4.7976,0,0.27863,0.280789,0.280426,0.280341,0
450,srd_f,4.79161,0,0.769407,0.780374,0.787801,0.780151,0
475,exact,4.80373,0,0,0,0,0,0
475,kimi,4.80382,0,0,0,0,0,0
475,srd,4.7989,0,0.277082,0.279974,0.279734,0.279337,0
475,srd_f,4.79648,0,0.781492,0.776647,0.774183,0.775144,0
500,exact,4.80697,0.03125,0,0,0,0,0
500,kimi,4.8092,0.03125,0,0,0,0,0
500,srd,4.80786,0.03125,0.277381,0.280146,0.280243,0.280084,0
500,srd_f,4.80531,0.03125,0.760502,0.762527,0.763285,0.760101,0
525,exact,4.80406,0,0,0,0,0,0
525,kimi,4.80265,0,0,0,0,0,0
525,srd,4.80306,0,0.277031,0.279255,0.279103,0.278792,0
525,srd_f,4.79975,0,0.76495,0.758111,0.760306,0.756665,0
550,exact,4.7834,0.03125,0,0,0,0,0
550,kimi,4.79444,0.03125,0,0,0,0,0
550,srd,4.78763,0.03125,0.276905,0.279484,0.279127,0.279058,0
550,srd_f,4.78135,0.03125,0.763421,0.752036,0.734138,0.756831,0
575,exact,4.78282,0.0625,0,0,0,0,0
575,kimi,4.77463,0,0,0,0,0,0
575,srd,4.78403,0,0.276183,0.279137,0.278935,0.279082,0
575,srd_f,4.77812,0.0625,0.737213,0.750491,0.758336,0.751742,0
600,exact,4.79486,0,0,0,0,0,0
600,kimi,4.79888,0.03125,0,0,0,0,0
600,srd,4.79313,0,0.275943,0.279031,0.278889,0.27897,0
600,srd_f,4.78963,0,0.749148,0.747335,0.750731,0.744454,0
