step,lane,answer_ce,answer_acc,tail_gate,fill_gate,target_gate,nontarget_gate,decoy_gate
225,srd_f,4.23048,0.03125,0.814676,0.811103,0.812712,0.810482,0
250,exact,4.42097,0,0,0,0,0,0
250,kimi,4.34957,0,0,0,0,0,0
250,srd,4.43427,0,0.93128,0.304717,0.891286,0.882203,0
250,srd_f,4.39912,0,0.772626,0.783169,0.797252,0.783852,0
275,exact,4.2282,0.03125,0,0,0,0,0
275,kimi,4.20591,0,0,0,0,0,0
275,srd,4.23334,0.03125,0.929991,0.300397,0.887315,0.878253,0
275,srd_f,4.22115,0.03125,0.76781,0.770495,0.776559,0.770342,0
300,exact,4.31011,0.03125,0,0,0,0,0
300,kimi,4.25167,0.03125,0,0,0,0,0
300,srd,4.27639,0.03125,0.928621,0.296902,0.883703,0.87443,0
300,srd_f,4.28707,0.03125,0.769591,0.765712,0.768849,0.768815,0
325,exact,4.19406,0,0,0,0,0,0
325,kimi,4.16173,0,0,0,0,0,0
325,srd,4.18616,0,0.927007,0.292097,0.879162,0.869804,0
325,srd_f,4.19717,0,0.761737,0.756359,0.753874,0.755911,0
350,exact,4.20588,0,0,0,0,0,0
350,kimi,4.20076,0,0,0,0,0,0
350,srd,4.21048,0,0.926359,0.290141,0.874854,0.86551,0
350,srd_f,4.22985,0,0.749064,0.748428,0.751383,0.752314,0
375,exact,4.17896,0,0,0,0,0,0
375,kimi,4.18903,0.03125,0,0,0,0,0
375,srd,4.20052,0.03125,0.924911,0.289373,0.870577,0.861021,0
375,srd_f,4.20128,0,0.754808,0.748922,0.744735,0.746355,0
400,exact,4.22848,0,0,0,0,0,0
400,kimi,4.25053,0,0,0,0,0,0
400,srd,4.23915,0,0.923546,0.286755,0.865901,0.856398,0
400,srd_f,4.24244,0,0.783118,0.783928,0.792743,0.778941,0
425,exact,4.23967,0,0,0,0,0,0
425,kimi,4.23917,0.03125,0,0,0,0,0
425,srd,4.23028,0,0.92231,0.284927,0.860357,0.850667,0
425,srd_f,4.21345,0,0.738296,0.738728,0.744973,0.742505,0
450,exact,4.24081,0.03125,0,0,0,0,0
450,kimi,4.26926,0.03125,0,0,0,0,0
450,srd,4.26126,0.03125,0.920733,0.285396,0.855479,0.845429,0
450,srd_f,4.24679,0.03125,0.710505,0.723993,0.711456,0.719763,0
475,exact,4.22693,0.03125,0,0,0,0,0
475,kimi,4.23557,0.03125,0,0,0,0,0
475,srd,4.23349,0.03125,0.919369,0.284492,0.849837,0.839721,0
475,srd_f,4.22006,0.03125,0.730429,0.714791,0.695461,0.716818,0
500,exact,4.04988,0.09375,0,0,0,0,0
500,kimi,4.05319,0.09375,0,0,0,0,0
500,srd,4.06034,0.09375,0.917849,0.284732,0.843568,0.833703,0
500,srd_f,4.04301,0.09375,0.712077,0.710351,0.717266,0.712596,0
525,exact,4.25555,0,0,0,0,0,0
525,kimi,4.25306,0,0,0,0,0,0
525,srd,4.25755,0,0.916464,0.286523,0.836925,0.827426,0
525,srd_f,4.2469,0,0.708286,0.705809,0.713497,0.711456,0
550,exact,4.16379,0,0,0,0,0,0
550,kimi,4.16278,0,0,0,0,0,0
550,srd,4.17262,0,0.914955,0.284198,0.82892,0.819378,0
550,srd_f,4.16276,0,0.692623,0.703902,0.684073,0.710692,0
575,exact,4.21476,0.0625,0,0,0,0,0
575,kimi,4.21496,0,0,0,0,0,0
575,srd,4.22566,0,0.912683,0.284137,0.820325,0.81071,0
575,srd_f,4.20907,0.0625,0.697458,0.701162,0.70969,0.710312,0
600,exact,4.24156,0,0,0,0,0,0
600,kimi,4.24857,0,0,0,0,0,0
600,srd,4.24456,0,0.911352,0.284435,0.812158,0.802393,0
600,srd_f,4.24127,0,0.709987,0.699848,0.70605,0.699868,0
