step,lane,answer_ce,answer_acc,tail_gate,fill_gate,target_gate,nontarget_gate,decoy_gate
625,srd_f,2.20574,0.09375,0.901367,0.901414,0.902362,0.891793,0
650,exact,2.11378,0.03125,0,0,0,0,0
650,kimi,2.12498,0.0625,0,0,0,0,0
650,srd,2.11144,0.03125,0.887709,0.275778,0.667393,0.708436,0
650,srd_f,2.10466,0.125,0.848045,0.851879,0.860741,0.832579,0
675,exact,2.12128,0.09375,0,0,0,0,0
675,kimi,2.13268,0.09375,0,0,0,0,0
675,srd,2.12879,0.09375,0.882902,0.275924,0.652335,0.694212,0
675,srd_f,2.14102,0.09375,0.843586,0.843488,0.842942,0.846248,0
700,exact,2.10019,0.03125,0,0,0,0,0
700,kimi,2.09381,0.03125,0,0,0,0,0
700,srd,2.09456,0.03125,0.882351,0.275933,0.636689,0.679324,0
700,srd_f,2.08883,0.03125,0.839445,0.838987,0.841331,0.833222,0
725,exact,2.01825,0.15625,0,0,0,0,0
725,kimi,2.01694,0.15625,0,0,0,0,0
725,srd,2.02058,0.15625,0.879956,0.275567,0.620057,0.664167,0
725,srd_f,2.01945,0.15625,0.841458,0.836971,0.843336,0.843818,0
750,exact,2.17354,0.15625,0,0,0,0,0
750,kimi,2.17243,0.15625,0,0,0,0,0
750,srd,2.17007,0.15625,0.877546,0.275078,0.605592,0.650226,0
750,srd_f,2.16659,0.15625,0.831134,0.83529,0.840703,0.839771,0
775,exact,2.19033,0.03125,0,0,0,0,0
775,kimi,2.18611,0.03125,0,0,0,0,0
775,srd,2.18958,0.03125,0.87476,0.275511,0.589925,0.635052,0
775,srd_f,2.18305,0.03125,0.837889,0.833077,0.843456,0.843013,0
800,exact,2.14215,0.09375,0,0,0,0,0
800,kimi,2.13782,0.09375,0,0,0,0,0
800,srd,2.13891,0.09375,0.872572,0.275073,0.572511,0.61761,0
800,srd_f,2.13666,0.09375,0.842347,0.830989,0.831758,0.829629,0
825,exact,2.14674,0.09375,0,0,0,0,0
825,kimi,2.14867,0.09375,0,0,0,0,0
825,srd,2.1499,0.09375,0.868109,0.275039,0.556701,0.601875,0
825,srd_f,2.14855,0.09375,0.833612,0.830224,0.836139,0.833994,0
850,exact,2.17881,0.03125,0,0,0,0,0
850,kimi,2.17567,0.03125,0,0,0,0,0
850,srd,2.17963,0.03125,0.865065,0.27482,0.539222,0.583558,0
850,srd_f,2.1699,0.03125,0.831199,0.830206,0.83364,0.828798,0
875,exact,2.14494,0.03125,0,0,0,0,0
875,kimi,2.13012,0.03125,0,0,0,0,0
875,srd,2.12963,0.03125,0.860768,0.275141,0.521998,0.565864,0
875,srd_f,2.12979,0.03125,0.838701,0.82924,0.834544,0.834005,0
900,exact,2.12592,0.15625,0,0,0,0,0
900,kimi,2.11182,0.15625,0,0,0,0,0
900,srd,2.12095,0.15625,0.857553,0.274813,0.504983,0.548214,0
900,srd_f,2.11727,0.15625,0.832113,0.828017,0.819451,0.826481,0
925,exact,2.10206,0.03125,0,0,0,0,0
925,kimi,2.09291,0.03125,0,0,0,0,0
925,srd,2.08925,0.03125,0.853344,0.27478,0.487819,0.529814,0
925,srd_f,2.08809,0.03125,0.824332,0.824622,0.822744,0.820601,0
950,exact,2.20694,0.03125,0,0,0,0,0
950,kimi,2.19709,0.03125,0,0,0,0,0
950,srd,2.19732,0.03125,0.848685,0.274313,0.471762,0.512647,0
950,srd_f,2.19107,0.03125,0.822028,0.823071,0.826104,0.820521,0
975,exact,2.14661,0.09375,0,0,0,0,0
975,kimi,2.1512,0.09375,0,0,0,0,0
